id,review,auxiliary_sentence,label
133,房間有很重的煙味，尤其是廁所，房東表示廁所的排風整棟相通，可能有其他住戶在廁所裡抽菸漂到房間了。雖然可以理解，但煙味重到讓人非常不舒服，即使廁所門一直緊閉，我們所有的行李和衣物都還是沾上濃濃的煙味。另外床單和被單上有些許污漬，感覺不是每次都有更換；被子的材質不是絲質，即使有開冷氣仍然很熱。,性價比,0
133,房間有很重的煙味，尤其是廁所，房東表示廁所的排風整棟相通，可能有其他住戶在廁所裡抽菸漂到房間了。雖然可以理解，但煙味重到讓人非常不舒服，即使廁所門一直緊閉，我們所有的行李和衣物都還是沾上濃濃的煙味。另外床單和被單上有些許污漬，感覺不是每次都有更換；被子的材質不是絲質，即使有開冷氣仍然很熱。,乾淨,2
133,房間有很重的煙味，尤其是廁所，房東表示廁所的排風整棟相通，可能有其他住戶在廁所裡抽菸漂到房間了。雖然可以理解，但煙味重到讓人非常不舒服，即使廁所門一直緊閉，我們所有的行李和衣物都還是沾上濃濃的煙味。另外床單和被單上有些許污漬，感覺不是每次都有更換；被子的材質不是絲質，即使有開冷氣仍然很熱。,客房,2
133,房間有很重的煙味，尤其是廁所，房東表示廁所的排風整棟相通，可能有其他住戶在廁所裡抽菸漂到房間了。雖然可以理解，但煙味重到讓人非常不舒服，即使廁所門一直緊閉，我們所有的行李和衣物都還是沾上濃濃的煙味。另外床單和被單上有些許污漬，感覺不是每次都有更換；被子的材質不是絲質，即使有開冷氣仍然很熱。,設施,0
134,百貨公司就在後面、逛街方便。,服務,0
134,百貨公司就在後面、逛街方便。,位置,1
134,百貨公司就在後面、逛街方便。,性價比,0
134,百貨公司就在後面、逛街方便。,乾淨,0
134,百貨公司就在後面、逛街方便。,客房,0
134,百貨公司就在後面、逛街方便。,設施,0
135,房間的擺設,服務,0
135,房間的擺設,位置,0
135,房間的擺設,性價比,0
135,房間的擺設,乾淨,0
135,房間的擺設,客房,0
135,房間的擺設,設施,0
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,服務,1
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,位置,0
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,性價比,0
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,乾淨,1
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,客房,1
138,住宿空間又大又乾淨，老闆娘超級好客，真的很棒的經驗,設施,0
139,好吃、豐盛,服務,1
139,好吃、豐盛,位置,0
139,好吃、豐盛,性價比,0
139,好吃、豐盛,乾淨,0
139,好吃、豐盛,客房,0
139,好吃、豐盛,設施,0
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,服務,0
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,位置,1
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,性價比,0
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,乾淨,0
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,客房,0
140,民宿外觀屬歐式巴洛克建築風，非常古典漂亮。,設施,0
141,wifi 訊號差,服務,0
141,wifi 訊號差,位置,0
141,wifi 訊號差,性價比,0
141,wifi 訊號差,乾淨,0
141,wifi 訊號差,客房,2
141,wifi 訊號差,設施,0
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,服務,2
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,位置,0
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,性價比,0
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,乾淨,0
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,客房,0
142,只是打個電話詢問問題，口氣沒很好就算了，還掛電話？連一顆都不想給,設施,0
143,位置比較沒那麼熱鬧,服務,0
143,位置比較沒那麼熱鬧,位置,2
143,位置比較沒那麼熱鬧,性價比,0
143,位置比較沒那麼熱鬧,乾淨,0
143,位置比較沒那麼熱鬧,客房,0
143,位置比較沒那麼熱鬧,設施,0
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,服務,1
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,位置,0
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,性價比,0
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,乾淨,0
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,客房,0
144,步道規劃得宜，適合親子踏青。旅館餐廳口味不錯，水療池與溫泉區值得推薦。,設施,1
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,服務,0
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,位置,0
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,性價比,0
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,乾淨,1
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,客房,1
145,毛巾和浴巾都是不織布拋棄型的，感覺很好很衛生。,設施,0
146,一樓酒吧飲料不好喝,服務,2
146,一樓酒吧飲料不好喝,位置,0
146,一樓酒吧飲料不好喝,性價比,0
146,一樓酒吧飲料不好喝,乾淨,0
146,一樓酒吧飲料不好喝,客房,0
146,一樓酒吧飲料不好喝,設施,0
147,公共區域很大很舒適，,服務,0
147,公共區域很大很舒適，,位置,0
147,公共區域很大很舒適，,性價比,0
147,公共區域很大很舒適，,乾淨,0
147,公共區域很大很舒適，,客房,0
147,公共區域很大很舒適，,設施,1
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,服務,0
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,位置,0
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,性價比,0
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,乾淨,0
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,客房,2
148,我們住在四樓（牡丹），房間門卡卡嚴重，出入門囗時聲響我自己也無法忍受。,設施,0
150,沒有停車場，也無配合的停車場,服務,0
150,沒有停車場，也無配合的停車場,位置,0
150,沒有停車場，也無配合的停車場,性價比,0
150,沒有停車場，也無配合的停車場,乾淨,0
150,沒有停車場，也無配合的停車場,客房,0
150,沒有停車場，也無配合的停車場,設施,2
151,房內很有日式風格,服務,0
151,房內很有日式風格,位置,0
151,房內很有日式風格,性價比,0
151,房內很有日式風格,乾淨,0
151,房內很有日式風格,客房,1
151,房內很有日式風格,設施,0
154,房間往外看就是海 很美,服務,0
154,房間往外看就是海 很美,位置,0
154,房間往外看就是海 很美,性價比,0
154,房間往外看就是海 很美,乾淨,0
154,房間往外看就是海 很美,客房,1
154,房間往外看就是海 很美,設施,0
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,服務,0
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,位置,1
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,性價比,0
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,乾淨,0
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,客房,0
155,飯店樓下有全家、小7、咖啡廳，隔壁棟有大型商場，裡頭有一大票吃的還有全聯哦！,設施,0
157,1.感謝四年級姐姐熱情招待,服務,1
157,1.感謝四年級姐姐熱情招待,位置,0
157,1.感謝四年級姐姐熱情招待,性價比,0
157,1.感謝四年級姐姐熱情招待,乾淨,0
157,1.感謝四年級姐姐熱情招待,客房,0
157,1.感謝四年級姐姐熱情招待,設施,0
158,房間大，便宜,服務,0
158,房間大，便宜,位置,0
158,房間大，便宜,性價比,1
158,房間大，便宜,乾淨,0
158,房間大，便宜,客房,1
158,房間大，便宜,設施,0
159,一個字(爛)花一樣錢都可去精品酒店住宿了,服務,0
159,一個字(爛)花一樣錢都可去精品酒店住宿了,位置,0
159,一個字(爛)花一樣錢都可去精品酒店住宿了,性價比,2
159,一個字(爛)花一樣錢都可去精品酒店住宿了,乾淨,0
159,一個字(爛)花一樣錢都可去精品酒店住宿了,客房,0
159,一個字(爛)花一樣錢都可去精品酒店住宿了,設施,0
162,早餐不錯 還有按摩椅可以使用,服務,1
162,早餐不錯 還有按摩椅可以使用,位置,0
162,早餐不錯 還有按摩椅可以使用,性價比,0
162,早餐不錯 還有按摩椅可以使用,乾淨,0
162,早餐不錯 還有按摩椅可以使用,客房,0
162,早餐不錯 還有按摩椅可以使用,設施,1
163,位於市中心，方便性佳,服務,0
163,位於市中心，方便性佳,位置,1
163,位於市中心，方便性佳,性價比,0
163,位於市中心，方便性佳,乾淨,0
163,位於市中心，方便性佳,客房,0
163,位於市中心，方便性佳,設施,0
165,床鋪跟枕頭偏軟，睡起來腰有點酸,服務,0
165,床鋪跟枕頭偏軟，睡起來腰有點酸,位置,0
165,床鋪跟枕頭偏軟，睡起來腰有點酸,性價比,0
165,床鋪跟枕頭偏軟，睡起來腰有點酸,乾淨,0
165,床鋪跟枕頭偏軟，睡起來腰有點酸,客房,2
165,床鋪跟枕頭偏軟，睡起來腰有點酸,設施,0
166,"太多分店, 走錯家",服務,0
166,"太多分店, 走錯家",位置,2
166,"太多分店, 走錯家",性價比,0
166,"太多分店, 走錯家",乾淨,0
166,"太多分店, 走錯家",客房,0
166,"太多分店, 走錯家",設施,0
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,服務,1
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,位置,0
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,性價比,0
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,乾淨,0
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,客房,0
167,因為入住時間較晚，員工還是非常有耐心的等我們check in，隔天也多給我們時間準備退房，非常貼心！,設施,0
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,服務,0
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,位置,0
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,性價比,0
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,乾淨,0
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,客房,2
170,Ps.有請櫃檯派人員來聽，連服務人員一開始都誤以為是有房客放音樂開派對的聲音⋯⋯,設施,0
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,服務,1
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,位置,0
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,性價比,0
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,乾淨,1
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,客房,1
174,民宿老闆很親切，還切自己種的水果給我們吃. 房間裡面乾淨又寬敞.,設施,0
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,服務,0
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,位置,0
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,性價比,0
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,乾淨,0
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,客房,2
175,房間太小，沒有垃圾桶，隔音不好，大廳講話的聲音都聽得到,設施,0
177,早餐和提供自行車,服務,1
177,早餐和提供自行車,位置,0
177,早餐和提供自行車,性價比,0
177,早餐和提供自行車,乾淨,0
177,早餐和提供自行車,客房,0
177,早餐和提供自行車,設施,1
181,山上較涼，被子稍嫌不夠，如能加被就更完美,服務,0
181,山上較涼，被子稍嫌不夠，如能加被就更完美,位置,0
181,山上較涼，被子稍嫌不夠，如能加被就更完美,性價比,0
181,山上較涼，被子稍嫌不夠，如能加被就更完美,乾淨,0
181,山上較涼，被子稍嫌不夠，如能加被就更完美,客房,2
181,山上較涼，被子稍嫌不夠，如能加被就更完美,設施,0
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,服務,0
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,位置,1
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,性價比,0
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,乾淨,0
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,客房,0
183,2、住宿地點往北恆春往南墾丁都在5~10分鐘車程內，往貓鼻頭也很近。,設施,0
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,服務,2
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,位置,0
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,性價比,0
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,乾淨,0
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,客房,0
187,早餐選擇性不多，早上八點半用餐時已經剩沒幾樣菜色可以選,設施,0
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,服務,1
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,位置,0
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,性價比,0
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,乾淨,0
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,客房,0
188,早上蠻晚去吃早餐，阿姨已經收完菜了，但還是特地幫我們裝菜給我們,設施,0
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,服務,1
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,位置,0
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,性價比,0
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,乾淨,0
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,客房,0
190,早餐是老闆提供的早餐券，三家早餐店任你選，超有趣的方式啊～,設施,0
191,位置滿靠近火車站的 當作散步很合適！,服務,0
191,位置滿靠近火車站的 當作散步很合適！,位置,1
191,位置滿靠近火車站的 當作散步很合適！,性價比,0
191,位置滿靠近火車站的 當作散步很合適！,乾淨,0
191,位置滿靠近火車站的 當作散步很合適！,客房,0
191,位置滿靠近火車站的 當作散步很合適！,設施,0
194,冷氣應該保養了,服務,0
194,冷氣應該保養了,位置,0
194,冷氣應該保養了,性價比,0
194,冷氣應該保養了,乾淨,0
194,冷氣應該保養了,客房,2
194,冷氣應該保養了,設施,0
195,有蒸汽功能的淋浴間 很特別,服務,0
195,有蒸汽功能的淋浴間 很特別,位置,0
195,有蒸汽功能的淋浴間 很特別,性價比,0
195,有蒸汽功能的淋浴間 很特別,乾淨,0
195,有蒸汽功能的淋浴間 很特別,客房,1
195,有蒸汽功能的淋浴間 很特別,設施,0
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,服務,2
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,位置,0
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,性價比,0
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,乾淨,0
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,客房,0
199,入住時因疫情人手短缺 在12樓等待許久才等到接待人員,設施,0
200,位置佳，服務人員態度很好～,服務,1
200,位置佳，服務人員態度很好～,位置,1
200,位置佳，服務人員態度很好～,性價比,0
200,位置佳，服務人員態度很好～,乾淨,0
200,位置佳，服務人員態度很好～,客房,0
200,位置佳，服務人員態度很好～,設施,0
210,地點方便，性價比高,服務,0
210,地點方便，性價比高,位置,1
210,地點方便，性價比高,性價比,1
210,地點方便，性價比高,乾淨,0
210,地點方便，性價比高,客房,0
210,地點方便，性價比高,設施,0
211,半年前環島遇到途中,服務,0
211,半年前環島遇到途中,位置,0
211,半年前環島遇到途中,性價比,0
211,半年前環島遇到途中,乾淨,0
211,半年前環島遇到途中,客房,0
211,半年前環島遇到途中,設施,0
212,入住時間與電話協商不同,服務,2
212,入住時間與電話協商不同,位置,0
212,入住時間與電話協商不同,性價比,0
212,入住時間與電話協商不同,乾淨,0
212,入住時間與電話協商不同,客房,0
212,入住時間與電話協商不同,設施,0
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,服務,2
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,位置,0
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,性價比,0
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,乾淨,0
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,客房,0
213,早餐選擇非常少，極不適合小朋友，連牛奶，果汁，豆漿都沒有。,設施,0
214,沒有，飯店人員值得最高等的稱讚,服務,1
214,沒有，飯店人員值得最高等的稱讚,位置,0
214,沒有，飯店人員值得最高等的稱讚,性價比,0
214,沒有，飯店人員值得最高等的稱讚,乾淨,0
214,沒有，飯店人員值得最高等的稱讚,客房,0
214,沒有，飯店人員值得最高等的稱讚,設施,0
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,服務,1
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,位置,0
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,性價比,0
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,乾淨,0
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,客房,1
215,房間用具一應俱全，是很新的民宿，住起來很舒服，民宿老闆非常熱情,設施,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,服務,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,位置,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,性價比,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,乾淨,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,客房,0
217,老婆進出房搭電梯覺得有些可怕，太安靜了,設施,2
219,各方面都很不錯，距離市區也蠻近的,服務,0
219,各方面都很不錯，距離市區也蠻近的,位置,1
219,各方面都很不錯，距離市區也蠻近的,性價比,0
219,各方面都很不錯，距離市區也蠻近的,乾淨,0
219,各方面都很不錯，距離市區也蠻近的,客房,0
219,各方面都很不錯，距離市區也蠻近的,設施,0
220,早餐普通，不提供停車,服務,2
220,早餐普通，不提供停車,位置,0
220,早餐普通，不提供停車,性價比,0
220,早餐普通，不提供停車,乾淨,0
220,早餐普通，不提供停車,客房,0
220,早餐普通，不提供停車,設施,2
221,房間很舒適，員工態度很親切,服務,1
221,房間很舒適，員工態度很親切,位置,0
221,房間很舒適，員工態度很親切,性價比,0
221,房間很舒適，員工態度很親切,乾淨,0
221,房間很舒適，員工態度很親切,客房,1
221,房間很舒適，員工態度很親切,設施,0
222,地段好、附設免費停車位，價格親民，整體cp值高,服務,0
222,地段好、附設免費停車位，價格親民，整體cp值高,位置,1
222,地段好、附設免費停車位，價格親民，整體cp值高,性價比,1
222,地段好、附設免費停車位，價格親民，整體cp值高,乾淨,0
222,地段好、附設免費停車位，價格親民，整體cp值高,客房,0
222,地段好、附設免費停車位，價格親民，整體cp值高,設施,1
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,服務,0
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,位置,1
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,性價比,1
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,乾淨,0
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,客房,0
224,地點方便 近六合夜市 隔壁有bar 覓食便利 尤其性價比高,設施,0
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,服務,1
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,位置,0
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,性價比,0
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,乾淨,0
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,客房,0
226,很棒的地方，可以很自在放鬆！板娘親切，但自行車部份希望可以汰舊換新，不是很好騎，椅墊部份偏低，但多處已生鏽，已不好調整，騎起來蠻累人的！不能好好騎遠一點~這個比較可惜,設施,2
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,服務,1
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,位置,0
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,性價比,0
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,乾淨,1
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,客房,1
228,老闆娘有人情味，對待我們就像媽媽一樣。房間乾淨，一進房我先生就說下次來可以再住這邊。喜歡房間簡單的設計感，地板超乾淨！早餐是當地小吃，吃很飽，而且老闆娘在我們離開前還買了阿媽麻糬給我品嚐，好吃,設施,0
229,工作人員服務態度親切,服務,1
229,工作人員服務態度親切,位置,0
229,工作人員服務態度親切,性價比,0
229,工作人員服務態度親切,乾淨,0
229,工作人員服務態度親切,客房,0
229,工作人員服務態度親切,設施,0
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,服務,0
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,位置,0
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,性價比,0
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,乾淨,0
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,客房,1
230,超級漂亮的房間 好像把整個文創市集搬進整個房子 一樓到三樓樓梯間都可以欣賞,設施,1
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,服務,1
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,位置,0
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,性價比,0
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,乾淨,0
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,客房,0
231,老闆跟老闆娘都很親切，住起來毫無壓力很放鬆！下次有機會會再來,設施,0
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,服務,1
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,位置,0
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,性價比,0
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,乾淨,0
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,客房,0
232,老闆十分熱情和好客 對花蓮十分熟悉 能把店鋪的營業時間滾瓜爛熟地背出來 超讚,設施,0
234,住宿位置離市區稍遠，房間稍微悶了一些,服務,0
234,住宿位置離市區稍遠，房間稍微悶了一些,位置,2
234,住宿位置離市區稍遠，房間稍微悶了一些,性價比,0
234,住宿位置離市區稍遠，房間稍微悶了一些,乾淨,0
234,住宿位置離市區稍遠，房間稍微悶了一些,客房,2
234,住宿位置離市區稍遠，房間稍微悶了一些,設施,0
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,服務,0
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,位置,1
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,性價比,0
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,乾淨,0
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,客房,0
235,整路吃三星蔥餅，蔥肉串，各家都有特色，炒羊肉名店還是擠不進，就是一路吃就對了！,設施,0
236,我們住的浴室格局有點狹小,服務,0
236,我們住的浴室格局有點狹小,位置,0
236,我們住的浴室格局有點狹小,性價比,0
236,我們住的浴室格局有點狹小,乾淨,0
236,我們住的浴室格局有點狹小,客房,2
236,我們住的浴室格局有點狹小,設施,0
241,此次入住二人房跟四人房，隔音其實沒想像中的差，可能剛好遇到有水準的房客，睡的蠻好的，浴室淋浴水夠大夠熱洗的很舒服，早餐也算豐富好吃，清粥小菜，吐司饅頭，咖啡都有，早上老闆會帶看祕境日出，離民宿很近不錯，老闆人很好會介紹景點,服務,1
