id,reviews,service,location,value,cleanliness,room,facilities
813,有停車位，平日還不怕沒得停，假日就擔憂,0,0,0,0,0,1
814,一晚$3300的價錢（不含早餐），環境清潔部份浴室有很多發霉現象、窗邊一推灰塵、沖澡蓮蓬頭三段式標示的使用方式字已不清，讓使用者第一次都搞得衣服頭髮都是濕的，浴室門也無法關緊（可能是上頭多擺放了一個門後掛衣架影響，床頭不乾淨（有頭髮跟泛黃）牆上有點異味，個人喜歡硬床）所以床實在太軟，房間桌子擺放不理想位於窗口牆邊，我只拍了床頭照片其他沒拍，下次應該不會在入住,0,0,2,2,2,0
815,老板娘即時解決問題！,1,0,0,0,0,0
816,床很硬吧！但房間沙發好軟好舒服然後電梯有點小，這樣，沒別的,0,0,0,0,1,2
818,住過很多間青年旅館，第一次看到零食飲料可以隨便你吃的,1,0,0,0,0,0
819,位置好離夜市近,0,1,0,0,0,0
821,一進房間第一個印象就是乾淨，很舒服的一間旅館！員工的親切是第二點加分的地方～,1,0,0,1,1,0
822,房間不錯溫馨舒適 空間寬敞 部分房型有小陽台吸菸區,0,0,0,0,1,0
823,沒有停車位，只能一直繞找停車位，然後被一直計費最後自己繳，出遊的費用除了住宿，停車過夜到退房的停車費也要先算進去喲,0,0,0,0,0,2
824,房間、周遭環境都很棒而且老闆們都很親切,1,1,0,0,1,0
825,房間並沒有提供鎖門的鑰匙～讓人覺得很不安全,0,0,0,0,2,0
826,地點好，附近很多吃的可以選擇。,0,1,0,0,0,0
827,"… to anyone who is planning a stay in Taiwan!我們團隊五人2018年十一月在安平72號民宿住了五天。不管是佈置或是整潔，這裏遠遠的比其他我們在台灣住的民宿都要好。房間一塵不染，床都非常的舒服。老闆娘的服務總是超過我們的期待。我們一到達，她就溫暖的歡迎我們，並且幫我們拿我們許多的行李箱。我們有需要的時候，她的回應總是又快又好。有一天，我們提到我們很喜歡她在名宿用的那種拖鞋，她就特別為我們去訂了讓我們可以帶回美國！有一天晚上，她送 …Our team of five stayed at Anping 72 in November of 2018. This place was by far the most nicely appointed lodging of any place we stayed in Taiwan. The rooms were immaculate and the beds comfortable. Our hostess always went the extra mile for us. When we first arrived, she greeted us warmly and helped us with our luggage. She was always responsive to our requests. At one point, we indicated that we liked the slippers that she had available for the guests, and she special-ordered ones for us to take home. One evening, to our delight, she surprised us with pomelos for an evening snack. When it was time to depart, she even drove us to the train station.Our trip to Tainan was made all the more pleasant because of our stay in such a lovely place, hosted by a warm and gracious proprietor. We would recommend this to anyone who is planning a stay in Taiwan!我們團隊五人2018年十一月在安平72號民宿住了五天。不管是佈置或是整潔，這裏遠遠的比其他我們在台灣住的民宿都要好。房間一塵不染，床都非常的舒服。老闆娘的服務總是超過我們的期待。我們一到達，她就溫暖的歡迎我們，並且幫我們拿我們許多的行李箱。我們有需要的時候，她的回應總是又快又好。有一天，我們提到我們很喜歡她在名宿用的那種拖鞋，她就特別為我們去訂了讓我們可以帶回美國！有一天晚上，她送了剝好的柚子給我們做點心吃。我們要離開的時候，她還載我們去車站。我們去台南的旅程因為有這麼一間美麗的民宿和這麼溫暖和熱心的老闆娘而變得更加的快樂。任何人打算在台灣旅遊，我們都會向他們推薦阮小姐的民宿！謝謝您，老闆娘！",1,0,0,1,1,0
829,房門下方空隙很大，無隔音效果，隱私略有疑慮,0,0,0,0,2,0
830,有個自稱以前是小幫手的住客,0,0,0,0,0,0
831,交通方便離捷運站很近。早餐式樣不少，可以好好享用。,1,1,0,0,0,0
832,民宿主人的熱情與精緻早餐,1,0,0,0,0,0
833,"老房子,沒電梯,行李自己扛上四樓;房間小,陳設老舊簡單,紗窗破洞塞了一團衛生紙",0,0,0,0,2,2
834,在市區旁很方便,0,1,0,0,0,0
835,民宿很乾淨！空間也很大,0,0,0,1,1,0
836,台灣play(只限信用卡）,0,0,0,0,0,0
839,冷氣孔位置不夠涼，早餐水煮蛋蛋殼黏住不好剝，希望改成荷包蛋或炒蛋,2,0,0,0,2,0
842,實際房型跟圖片一樣，設備齊全也很新，環境乾淨，老闆也很親切，會再回訪,1,0,0,1,1,0
848,1. 三人房空間算大，CP值算不錯,0,0,1,0,1,0
851,早餐菜色多樣，床舒適。,1,0,0,0,1,0
853,有煙味，空調只有冷氣，太冷啦,0,0,0,0,2,0
854,可以請問枕頭是那個牌子嗎,0,0,0,0,0,0
855,老闆很貼心 房間很舒服,1,0,0,0,1,0
858,早餐餐廳兩位女服務人員親切接待,1,0,0,0,0,0
861,一進房間，就發現有煙味喔！,0,0,0,0,2,0
863,很乾淨的民宿，房間比想像中大，老闆娘好親切，會介紹隱藏版美食。,1,0,0,1,1,0
864,老闆跟老闆娘都很客氣，早餐Ok,1,0,0,0,0,0
866,有澡堂可泡澡,0,0,0,0,0,1
867,老闆娘超親切 還準備水果跟紅豆湯給我們 以後有來宜蘭一定還會來住宿的 ,1,0,0,0,0,0
871,1.房間、浴室空間太小，不方便走動、展開行李，桌子太小不好利用及置物,0,0,0,0,2,0
872,老闆&老闆娘很親切熱情，幫我們介紹租車&吃飯跟好玩的地方，很喜歡這次住宿的經驗,1,0,0,0,0,0
874,客房設計瀰漫著都市氣息，浴室較不同於一般飯店，陽台可俯瞰東區街景。,0,0,0,0,1,0
875,住第二次，無邊際泳池還是很美,0,0,0,0,0,1
876,地板有些破損，電視機銀幕略小，停車位太小出入不方便。,0,0,0,0,2,2
878,台式早餐很豐盛，超美味!,1,0,0,0,0,0
880,早餐好吃，房間非常大非常舒適,1,0,0,0,1,0
882,早餐營養健康好吃,1,0,0,0,0,0
883,地點很好，房間很漂亮！,0,1,0,0,1,0
884,民宿主人服務佳,1,0,0,0,0,0
886,地點好，價格便宜,0,1,1,0,0,0
889,在每個細節都很體貼，迎賓餅乾真的很海派又有誠意，早餐真的很好吃，房間隔音真的棒極了!,1,0,0,0,1,0
890,極差!一進來房間就想退租,0,0,0,0,2,0
892,大概只有離市區不會太遠的優點,0,1,0,0,0,0
893,床睡的很舒服。,0,0,0,0,1,0
894,地點離東大門夜市及南濱公園很近，走路可到，豪華雙人房空間大，很舒適，高樓層景觀很棒，可以看到海，服務人員態度還不錯。,1,1,0,0,1,0
895,早餐以中式為主，熱食餐點很可口好吃,1,0,0,0,0,0
896,住宿環境很乾淨，房間內的佈置很有特色，民宿主人很親切，離便利商店與海鮮餐廳不到5分鐘的路程，早上看至海邊看日出都很近，真心推薦！,1,1,0,1,1,0
897,同價錢的房，大小間不一樣，熱水太小，冷水那麼強要幹嘛？請依氣候調整，停車位嚴重不足，隔音不好，沒有早餐,2,0,2,0,2,2
900,老闆的手工早餐超好吃，停車也方便，老闆跟老闆娘都很熱心，還有招牌科基阿寶，一到門口就會來迎接。,1,0,0,0,0,1
901,地點離東大門夜市、市區近，老闆熱心幫忙留停車位，基本配備該有的都有cp值很高，隔音好不會聽見吵雜聲,1,1,1,0,1,1
902,有其他房客偷抽煙，建議在廁所跟房間裝偵測煙霧之類的，不然其他房間會傳來陣陣煙味，凌晨也不好意思通知民宿主人很尷尬,0,0,0,0,2,0
903,1.性價比很糟，平日入住無窗雙人房要兩千出頭，但早餐卻只有麥當勞 四種便宜早餐/永和豆漿 55元 /7-11 49元早餐卷能選，吃不飽也很失望。,2,0,2,0,0,0
904,主餐很有質感，帥主廚很用心特製餐點，好吃，服務生很貼心的服務，用餐環境佳，很親切,1,0,0,0,0,0
905,老闆及員工非常親切，一到就提供我們手繪印製的地圖給我們參考，,1,0,0,0,0,0
906,每位員工都很親切,1,0,0,0,0,0
907,1.早餐還可以，用餐空間也很大,1,0,0,0,0,0
909,"早餐好吃,離東大門夜市很近,在房間躺在床上就可以看到海,早上很幸運有看到短暫的日出~",1,1,0,0,1,0
910,地理位置很隱密，很安靜，睡覺不會被吵,0,1,0,0,0,0
914,老闆娘 人很和藹 值得推薦的民宿。,1,0,0,0,0,0
915,房間舒適度高，餐廳菜色不錯，有五星水準，服務人員相當親切！地點位於市中心中,1,1,0,0,1,0
918,床很好睡，櫃台人員素質很高，早餐很豐富好吃,1,0,0,0,1,0
921,早餐時，老闆夫妻會介紹很多景點或當地的歷史與習俗，對於我們對周圍農作物的疑問，也有問必答ˊ，對於美濃的特色商店的介紹也很詳盡，真的很厲害。,1,0,0,0,0,0
924,房型整體設計舒適溫暖貼心,0,0,0,0,1,0
925,位置在市中心可走路到東大門夜市5分鐘即可到達,0,1,0,0,0,0
928,全都很滿意，服務好 環境乾淨舒適,1,0,0,1,1,0
930,地點是在google maps 在裡面一點！,0,0,0,0,0,0
933,"田園風光, 離鯉魚潭不遠",0,1,0,0,0,0
936,老板娘很熱情，值得回訪。,1,0,0,0,0,0
937,房外不時發出聲音，影響睡覺,0,0,0,0,2,0
938,1-雖然沒有碰到主人，但一直有書信詢問有沒有需求，讓人安心。,1,0,0,0,0,0
939,8樓房間居然有不少螞蟻…,0,0,0,0,2,0
940,住宿的地點方便，鄰近美食店家，景點！,0,1,0,0,0,0
941,位置超級方便,0,1,0,0,0,0
942,有觀景陽台可眺望遠景,0,0,0,0,1,0
943,老闆跟闆娘人很好及親切,1,0,0,0,0,0
944,床很吵，早餐待加強,2,0,0,0,2,0
946,"冷氣太冷調整後還是非常冷 , 房間隔音不ok",0,0,0,0,2,0
947,房間即可看到海景、因平日入住可直接將車子停在民宿門口、房間舒適床很大、沐浴用品不錯、西式早餐是老闆在我們下樓後親自準備，很豐盛、新鮮、好吃,1,0,0,0,1,0
949,可惜停車場有一點點距離！,0,0,0,0,0,2
951,老闆很親切熱情，有回家的感覺,1,0,0,0,0,0
952,床單上有頭髮，兩張床都是，通知了櫃檯有立即更換,1,0,0,0,2,0
953,房間有好多貼心的準備，早餐也很美味,1,0,0,0,0,0
954,因為我一個人來小旅行,0,0,0,0,0,0
955,房間大，而且佈置設計美觀，早餐美味,1,0,0,0,1,0
959,地點位置佳,0,1,0,0,0,0
960,老闆娘待人極度親切，民宿點好找，離車站很近，環境很乾淨舒服！！,1,1,0,1,0,0
962,早餐可，地點位置佳,1,1,0,0,0,0
963,很棒的民宿，在市區能有這樣的建築，地點又靠近吃吃喝喝的國華街，推！ ,0,1,0,0,0,0
966,位置極佳，處新倔江商圈內,0,1,0,0,0,0
967,老闆很細心照顧我們，體驗來綠島的樂趣，餐食好吃用心，很棒的店家。,1,0,0,0,0,0
968,有洗衣機真的超棒 不過床單跟被子看起來不是新鋪上的 大致上都還滿意 外面超多吃的讚,0,1,0,0,2,1
971,"老板貼心,闆娘細心,值得收藏再去的好地方!!",1,0,0,0,0,0
973,床很舒服好睡,0,0,0,0,1,0
975,老闆家好熱情、佈置用心、房間舒適床好好睡、早餐健康豐盛,1,0,0,0,1,0
976,早餐很好吃，有水果，蠻棒的,1,0,0,0,0,0
977,樓下KTV，聲音傳上來非常吵，無法休息。旅店最基本的休息品質都沒有，要住請三思。,0,0,0,0,2,0
978,安靜 洗髮精沐浴乳牙刷牌子不錯 好用,0,0,0,0,1,0
979,老闆熱情好客 一進門就準備一盤水果 還有茶招待,1,0,0,0,0,0
984,老闆和老闆娘人很好，裡面的裝潢都是自己去國外帶回來的,1,0,0,0,0,0
985,畢竟在離島，裝潢不能跟台灣比。但位置方便，去沙灘踩星砂很方便。對面就是便利商店。,0,1,0,0,0,0
986,離礁溪車站步程15分鐘的田野民宿，休閒的好去處，CP值高，房間湯池都大，值得再去,0,1,1,0,1,0
988,沙發床硬了點,0,0,0,0,2,0
989,老板娘和店员态度很好，很多都可以帮助你,1,0,0,0,0,0
990,早餐非常好吃，中西式都有,1,0,0,0,0,0
994,早餐超棒的！選擇很多元！,1,0,0,0,0,0
996,老板娘年輕又熱心，凡事親力親為，提供很多旅遊經驗，新城海堤無人為汙染，觀海、觀星、觀軍機…，令人心曠神怡。佳興冰菓店就在旁邊，冰棒一定要吃。若再訪此地，會再次入住。值得推薦。,1,1,0,0,0,0
998,早餐不錯，地點距離市中心近，且飯店前就有腳踏車可租借,1,1,0,0,0,1
999,冷氣聲音偏大,0,0,0,0,2,0
1000,一樓咖啡廳和二樓港式餐廳的合菜餐食，口味都還算令人滿意。,1,0,0,0,0,0
1002,房間有嚴重煙味 且顧客無法開窗透氣 床墊很硬 棉被很少,0,0,0,0,2,0
1006,老闆很親切，早上的海景很美，早餐也好吃,1,1,0,0,0,0
1008,房間非常乾淨，連戶外的桌椅也一塵不染，員工非常親切主動，很棒,1,0,0,1,1,0
1014,早餐很好吃，老闆也非常的客氣，在房間方面打掃的超級乾淨的,1,0,0,1,1,0
1015,老闆親切，環境清幽，值得推薦,1,1,0,0,0,0
1019,一切應有盡有，一切都很棒,0,0,0,0,0,0
1021,位置很好，離老街很近，如果是螢火蟲季的話更適合來，因為就在附近路徑而已。,0,1,0,0,0,0
1022,床太硬，枕頭太軟，地點離主要景點有些遠,0,2,0,0,2,0
1023,入住前沒有說不能刷卡，辦理住宿的時候才說不能刷卡觀感不好，因為我們住兩天還好身上有現金,2,0,0,0,0,0
1025,房間門口外面似乎有漏水，廁所無置放物品的空間/平台，設計有些不便！房間上方一直有東西跑來跑去的感覺,0,0,0,0,2,0
1026,房間地板磨損嚴重,0,0,0,0,2,0
1028,早餐一團混亂雖然有登記用餐時段，不過完全沒有執行,2,0,0,0,0,0
1029,安静·舒适,0,0,0,0,1,0
1030,1、老闆熱情招待點心及水果。,1,0,0,0,0,0
1034,早餐精緻、設備齊全,1,0,0,0,1,0
1035,民宿老闆跟老闆娘很熱忱，環境整齊乾淨舒適，安排的房間視野很好,1,0,0,1,1,0
1037,早餐，週遭環境佳,1,1,0,0,0,0
1038,早餐豐盛 有稀飯 煎蛋 肉鬆 蔬菜 豆腐 吐司 自製果醬 豆漿 真的物超所值,1,0,1,0,0,0
1040,住宿小細節 備品完整,0,0,0,0,1,0
1044,房間很乾淨，隔音很好，員工也很專業有禮貌,1,0,0,0,1,0
1045,床太軟 下陷 有鋼絲外漏出來,0,0,0,0,2,0
1046,親切，整潔，大處格局造景規劃，小處細節設計，早餐水平，均屬墾丁首選。,1,0,0,1,1,0
1047,早餐、淋浴設備,0,0,0,0,0,0
1048,"冷氣不能調温度,個人覺得有點熱.",0,0,0,0,2,0
1051,1.房間與照片相符合，且整潔乾淨。,0,0,0,1,1,0
1052,因應疫情分流早餐第二批，有些餐點沒有繼續補，感覺不太好，好像剩菜。,2,0,0,0,0,0
1053,cp值高 風景好 樓下也有全家 還可以先寄放行李 有浴缸也有化妝台,0,1,1,0,1,0
1055,環境地點很清幽 客廳房間超大整潔乾淨 李媽媽人很親切很熱心招待,1,1,0,1,1,0
1056,公共空間垃圾桶很小，分類回收比較亂,0,0,0,0,0,2
1057,房間很舒適，地點很棒,0,1,0,0,1,0
1059,4人房的房間很大，冷氣也很冷，適合小朋友跑來跑去。,0,0,0,0,1,0
1060,位置、人員服務、早餐,0,0,0,0,0,0
1065,老闆娘人超級好的喔 還借房客機車去拿失物喔 房間跟浴池也算還不錯了喔,1,0,0,0,1,0
1066,老板娘開場就很熱情的指引我們旅遊方向，也介紹我們吃什麼特色美食(後來因下午下雨就沒去成了)，床也非常舒適，害我們躺下去就起不來了(其實是獨木舟玩太累了)，價錢也很合理便宜，推薦給大家,1,0,1,0,1,0
1068,江哥夫妻很好客，來到這就像回家一樣溫暖，住在這很悠哉放鬆,1,0,0,0,0,0
1069,老闆熱情親民加上環境舒適整潔 該有的東西 都有 是個很不錯的居住體驗,1,0,0,1,1,0
1070,房東超級親切！,1,0,0,0,0,0
1074,"設備物有所值,老闆不錯,樓下就是賣便當的,對面賣牛肉麵,隔壁是全家商店,很方便",1,1,1,0,0,0
1079,早餐種類有點少,2,0,0,0,0,0
1080,位置佳、CP值高,0,1,1,0,0,0
1082,位置好找 價錢便宜 房間適中 乾淨,0,1,1,1,1,0
1083,地理位置與服務人員態度均佳,1,1,0,0,0,0
1086,價格實惠，設備也還OK；但隔音效果超差，外面大馬路的聲音非常影響睡眠品質。,0,0,1,0,2,0
1089,房間很大，景觀還不錯,0,0,0,0,1,0
1090,冷氣不太冷，雖有準備電扇但還是覺得有點不足。,0,0,0,0,2,0
1092,早餐選擇不多，部分餐點保溫沒做好,2,0,0,0,0,0
1093,地理位置優異，去哪裡都很近！價格非常實惠，這價位居然還有附簡易的早餐！難得,0,1,1,0,0,0
1096,交通位置有點偏僻,0,2,0,0,0,0
1097,"房間很大 很舒適,環境非常乾淨",0,0,0,1,1,0
1099,如果要去六合夜市，走路有一點點距離，可以騎UBIKE,0,2,0,0,0,0
1100,早餐很好吃，連住兩天有不一樣的菜色,1,0,0,0,0,0
1101,1.每位服務人員都很熱心親切,1,0,0,0,0,0
1103,冷氣太吵，遙控器還破洞！,0,0,0,0,2,0
1104,住宿地點方便離交流道並不是很遠,0,1,0,0,0,0
1105,因為房間內置物櫃比較小，大件行李塞不進去，若有大行李箱或是大背包的旅客可能會不方便睡上鋪，或是要把行李放在地上，或許會造成空間不足的問題。,0,0,0,0,2,0
1107,不知是冰箱還是廁所，會一直發出類似滴水的聲響，本人比較深眠影響不大，另一半較淺眠，希望能夠改善～,0,0,0,0,2,0
1108,老闆娘熱情好客，早餐豐富好吃,1,0,0,0,0,0
1110,地點好超方便，床很舒適,0,1,0,0,1,0
1111,房間地板有頭髮小紙張，清潔可以再加強,0,0,0,2,2,0
1112,地點位置鄰近捷運站很方便,0,1,0,0,0,0
1113,房間很棒很乾淨,0,0,0,1,1,0
1114,已付款停車位，出去再回來之後，車位沒了，還要我們自己去找停車位,0,0,0,0,0,2
1115,位置距離花蓮火站近，走路可以到達。附近是全聯福利中心，很便利。,0,1,0,0,0,0
1116,住宿地點真的很棒！hostel有腳踏車可以免費租借，不到五分鐘的路程就可以看海、逛東大門夜市、花蓮鐵道文化園區...等，附近還有許多小吃店/餐廳，如果想買伴手禮附近也都有分店(曾記、惠比須)。,0,1,0,0,0,1
1117,使用吹風機，不知為何沒電,0,0,0,0,2,0
1118,住宿地點鄰近光榮碼頭，距離燈會很近。,0,1,0,0,0,0
1119,早餐選擇多樣滿足各種需求,1,0,0,0,0,0
1120,住宿清潔很棒，房間也夠大，床墊棉被也很舒適，另外還提供免費飲料與點心，可以感受到用心經營的民宿，也感謝額外追加增訂房間的協助,1,0,0,1,1,0
1121,住海景四人房風景佳，服務人員態度親切，停車方便、免費租借腳踏車。,1,0,0,0,1,1
1124,位置方便，鄰近新崛江，房間整潔舒適,0,1,0,1,1,0
1125,很棒的親子空間 有提供停車場 超讚 但希望房客的問題可以積極協助處理！！,2,0,0,0,0,1
1127,沒車位可以停,0,0,0,0,0,2
1129,Artrick 熱心，親切又專業，非常喜歡他的服務，與他互動，溝通也有許多收穫，未來會再來，也會推薦朋友住宿,1,0,0,0,0,0
1130,房间在楼道中间，无窗只有厕所里面有个一个小的通风床；前台早晚都没有人，也没有座机可以联系；早餐要到对面的小店去吃，因为是现做的吐司，导致人一多等候时间就比较久，对于赶时间的情况下基本早饭无望；酒店距离火车站拖行李箱走路要15分钟左右，比想象的远,2,2,0,0,2,0
1135,走廊地毯有點年份！,0,0,0,0,0,2
1136,房間及廁所空間夠大、寬敞。附近有星巴克、麥當勞、寶雅、起家雞、摩斯，吃跟買都方便,0,1,0,0,1,0
1138,房內水跟衛生紙等消耗品若不夠 告知後會立刻再提供,1,0,0,0,0,0
1144,"房間小？衛浴, 房間設備較老舊，性價比不高",0,0,2,0,2,0
1145,老闆很熱情，告訴我們一些省錢秘方及花蓮在地私房料理！！,1,0,0,0,0,0
1146,櫃檯親切 禮貌服務好 空間大環境不錯 適合家庭朋友聚會的好地方！,1,0,0,0,1,0
1147,推薦去。早餐是老闆直接拿給房客的，我去的時候是平日，早餐是一碗麵羹。,1,0,0,0,0,0
1148,房間空間，很不錯,0,0,0,0,1,0
1149,505號房是間奇妙的房間，房卡感應很差，每次進房前都為了開門而汗流浹背。但老闆操作時卻可以一次開門。,0,0,0,0,2,0
1153,天氣冷室內空調又無法調整溫度 ，浴室無乾濕分離。,0,0,0,0,2,0
1158,希望增加床上的遮光帘，增加一点私人空间感,0,0,0,0,2,0
1160,床太軟，睡起來腰痠背痛,0,0,0,0,2,0
1163,床铺很舒服，房东给我准备了顶楼的屋子，正好有个露台，可以看到外面的风景，很好的体验,0,0,0,0,1,0
1164,鄰近花蓮車站，位置安靜，交通方便。房間頗大。,0,1,0,0,1,0
1168,位置與老闆老闆娘的熱情,1,1,0,0,0,0
1169,房間非常乾淨，電器設備都很講究，女老闆很親切，推薦！,1,0,0,1,1,0
1170,1. 有附上電蚊拍跟電蚊香,0,0,0,0,1,0
1171,早餐可以再好一點。,2,0,0,0,0,0
1172,床舖太軟，如果有軟或硬可選就完美了。,0,0,0,0,2,0
1173,1.置物空間多,0,0,0,0,1,0
1176,主人很熱情、房間的規劃裝修都相當用心，清晨可以聽到鳥兒悅耳的聲音～,1,0,0,0,1,0
1177,Spa浴缸非常棒，空間算寬敞，在優惠價格入住性價比很高。,0,0,1,0,1,0
1179,1、周边没有便利店和饭店比较不方便,0,2,0,0,0,0
1181,早餐有點偏油,2,0,0,0,0,0
1182,回到家的感覺真棒 放鬆又自在 老闆毫無距離感、親切又熱情 期待下一次的旅程,1,0,0,0,0,0
1183,官網上評為四星旅店，覺得房價配不上它提供的住宿，一顆星差不多,0,0,2,0,0,0
1184,有浴缸和整片落地窗,0,0,0,0,1,0
1186,早餐不錯，簡單美味,1,0,0,0,0,0
1188,老闆親切、怕旅客肚子餓會準備泡麵跟點心飲料,1,0,0,0,0,0
1190,早餐可以更好一點,2,0,0,0,0,0
1192,老闆親切 服務好，住房品質佳，採蔬果 農家樂，好開心,1,0,0,0,1,0
1193,老闆熱情，房間乾淨，舒適，冷氣很冷，沒看過旅店是這樣有風格造型讓人捨不得離開,1,0,0,1,1,0
1194,很享受在這裡的時光～～ （評價如果能有6星我會給6顆）以後住宿的首選 ,0,0,0,0,0,0
1196,地點方便性價比高,0,1,1,0,0,0
1197,但廁所燈光很暗ㄟ~,0,0,0,0,2,0
1198,地點近鬧區很方便，房間乾淨舒適,0,1,0,1,1,0
1201,早餐很棒，蔥油餅老闆自己做的，好吃。老闆娘很熱情，還開車載我們去餐廳。,1,0,0,0,0,0
1202,起士蛋糕不錯吃，環境也很棒 很適合爸媽帶小孩子來這邊用餐 樓上也有民宿。,1,1,0,0,0,0
1203,地理位置非常棒，鄰近捷運站與夜市，附近還有便利商店，再晚都不怕沒東西吃,0,1,0,0,0,0
1206,沒有網路及ＷＩＦＩ,0,0,0,0,2,0
1208,地點很好，就在老街旁！,0,1,0,0,0,0
1209,早餐不好。。網路訂時有說明浴缸結果進去竟然說沒有,2,0,0,0,0,0
1212,冷氣有一點霉味,0,0,0,2,2,0
1213,人情味濃厚的老闆和老闆媽媽,1,0,0,0,0,0
1214,住宿地點很方便,0,1,0,0,0,0
1216,早餐很好吃，地點很方便,1,1,0,0,0,0
1218,很有特色的住宿地方，又臨近北車和寧夏夜市。超讚的~~,0,1,0,0,0,0
1219,來之前看過評論就有心理準備，實際住過......隔音真的很差！且住的應該是貴店比較好的房間，只能說看未來有沒有可能改善了,0,0,0,0,2,0
1220,位置離東大門夜市很近、櫃檯人員都非常熱心親切,1,1,0,0,0,0
1221,但是停車的地方很方便，早餐菜色很豐富,1,0,0,0,0,1
1222,老闆和老闆娘人都很nice ！,1,0,0,0,0,0
1223,5樓晚上會有隔壁抽水馬達聲音,0,0,0,0,2,0
1225,老闆跟老闆娘都非常熱情跟親切，給予旅途資訊很多的幫助。,1,0,0,0,0,0
1228,床真的100分！又大又好躺，比家裡的還好睡！,0,0,0,0,1,0
1229,早餐不錯，室內環境也都乾淨、整齊。,1,0,0,1,1,0
1231,床上煙味重，樓梯要爬3樓還燈光超暗，浴室容易滑倒，浴缸會漏水，隔音效果很差，可以聽到附近住戶吵鬧聲跟外面車聲，浴缸旁的電視遙控無法使用,0,0,0,0,2,0
1232,住宿房裡只提供兩瓶小礦泉水3C產品充電不方便早餐餐點有限制電視小臺 唉～,2,0,0,0,2,0
1234,不可能有不满意！！！,0,0,0,0,0,0
1235,"大廳漂亮 燈光柔和 外觀像歐洲飯店 還有烤肉區 兒童遊戲室，在金門是很棒的飯店晚上又可以喝酒 唱KTV ,櫃檯小姐服務親切熱水很熱很穩下次還會介紹朋友來行程類型度假 · 朋友客房5.0位置5.0服務5.0",1,1,0,0,1,1
1236,一晚打三隻小蟑螂……,0,0,0,2,2,0
1238,床底下櫃子大空間,0,0,0,0,1,0
1239,早餐豐盛，推薦帶小孩來住的，有遊戲區可以放電～,1,0,0,0,0,1
1240,早餐種類多樣而且好吃，提供下午茶，入住時可以順便吃下午茶。,1,0,0,0,0,0
1241,房間乾淨利落，價格實惠，地點非常好，以台南觀光而言，非常推薦這裏！,0,1,1,1,1,0
1242,床舖偏硬、淋浴水壓不強,0,0,0,0,2,0
1243,住宿地點：從後火車站出來（西出口）很近,0,1,0,0,0,0
1244,床很軟，喜歡。,0,0,0,0,1,0
1245,房間床很大，位置離火車站很近,0,1,0,0,1,0
1246,下雨，地板會滑,0,0,0,0,0,0
1247,房間大小 ok,0,0,0,0,1,0
1249,公用飲水機在一樓店家裡，店家沒開就不能裝水。,0,0,0,0,0,2
1250,位置地點很好 周圍景點逛街方便 停車位在旁邊空地 服務人員親切 房內乾淨整潔浴室不會太小 自助早餐有中西式選擇種類也不錯 小可惜床好像不是獨立筒(床很軟很彈),1,1,0,1,1,1
1252,A2下舖腳那可以加個簾子 免有人忽然觀看,0,0,0,0,2,0
1253,早餐好吃，地點很棒,1,1,0,0,0,0
1254,早餐可以再多樣,2,0,0,0,0,0
1255,環境非常好，房間很乾淨，民宿主人很貼心，對於我們第一次造訪宜蘭的旅人幫助非常大。,1,1,0,1,1,0
1256,因為剛好靠路邊的房間所以汽車聲什麼的有點吵，沒有停車的地方有點麻煩，除此之外都很滿意,0,0,0,0,2,2
1259,"早餐,還可接受,房間還算舒適",1,0,0,0,1,0
1260,早餐簡單 但新鮮美味 員工補餐點的速度很快 員工臉上都帶著微笑 很樂意幫助每位旅客,1,0,0,0,0,0
1261,地理位置很好，离三多商圈地铁站很近，走几分钟就到,0,1,0,0,0,0
1262,地點很好，離東大門自強夜市和熱鬧的市區都很近，步行即可。,0,1,0,0,0,0
1263,沒電視老人家比較無聊而已希望能加裝謝謝感恩,0,0,0,0,2,0
1264,大致上還好，房間有點小，如果房客大多會有點悶，如果可以男女分房間，會比較有隱私。,0,0,0,0,2,0
1267,因為是退房自行取下被套等等，在清晨睡覺期間陸續會一直發出旅客取被套而發出的木板碰撞聲，導致睡眠易受干擾,0,0,0,0,2,0
1268,早餐不錯，有按摩椅免費使用,1,0,0,0,0,1
1271,1.價格物美價廉 2.地理位置優越 3.周邊商店多，三餐都方便且鄰近超市，物資皆可補足 4.就算自煮，公用廚房也超方便,0,1,1,0,0,1
1273,冷气，热水都很好,0,0,0,0,1,0
1274,老闆很熱情。介紹美食景點,1,0,0,0,0,0
1275,Check in 有點耗時,2,0,0,0,0,0
1276,位子很方便，火車站走出來大約5分鐘路程馬路對面有7-11旅館設計很漂亮，價錢也算便宜又乾淨值得四顆星缺點是1.隔音很差，會聽到樓上的聲音2.衛浴設計很詭異，沒有抽風設施3.燈的開關設計很鳥4.床偏小，枕頭被子沒有很舒適5.空調不涼,0,1,1,0,2,0
1277,名宿有提供烘洗衣機，我覺得光這一點就非常讓人滿意，而且也有免費自行車唷，名宿老闆也會很貼心跟遊客介紹花東小吃和拍照景點，最窩心還會小叮嚀會有小黑蚊，記得要噴防蚊噴霧名宿也有包含早餐，早餐屬套餐係，真的好好吃份量也剛剛好，不至於讓人吃太撐或吃不飽，這間名宿很值得在去住宿，如果有機會在去花蓮玩，一定會在訂微甜彩虹,1,0,0,0,0,1
